종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"000725","현대건설우","KOSPI","","55100","-700","-1.25","58113584300"
"000760","이화산업","KOSPI","","14130","50","0.36","39564000000"
"000810","삼성화재","KOSPI","","687000","5000","0.73","30672813951000"
"000815","삼성화재우","KOSPI","","429000","6500","1.54","1290011580000"
"000850","화천기공","KOSPI","","36000","150","0.42","79200000000"
"000860","강남제비스코","KOSPI","","12590","250","2.03","163670000000"
"000880","한화","KOSPI","","134900","4700","3.61","7194068205300"
"00088K","한화3우B","KOSPI","","39150","-950","-2.37","574589398950"
"000890","보해양조","KOSPI","","1316","28","2.17","36353216900"
"000910","유니온","KOSPI","","3010","45","1.52","46990973190"
"000950","전방","KOSPI","","34150","550","1.64","57372000000"
"000970","한국주철관","KOSPI","","6730","70","1.05","153447365000"
"000990","DB하이텍","KOSPI","","93900","-1500","-1.57","4085080813200"
"001020","페이퍼코리아","KOSPI","","2345","-35","-1.47","83474172390"
"001040","CJ","KOSPI","","130500","3900","3.08","3807598239000"
"001045","CJ우","KOSPI","","69600","600","0.87","157311520800"
"00104K","CJ4우(전환)","KOSPI","","126500","2900","2.35","534653768000"
"001060","JW중외제약","KOSPI","","27400","400","1.48","638034482000"
"001065","JW중외제약우","KOSPI","","23250","450","1.97","7950360750"
"001067","JW중외제약2우B","KOSPI","","47900","1900","4.13","10057706700"
"001070","대한방직","KOSPI","","5970","-100","-1.65","31641000000"
"001080","만호제강","KOSPI","","4000","10","0.25","140459840000"
"001120","LX인터내셔널","KOSPI","","38600","450","1.18","1496136000000"
"001130","대한제분","KOSPI","","11520","20","0.17","194688000000"
"001200","유진투자증권","KOSPI","","4395","55","1.27","425727907110"
"001210","금호전기","KOSPI","","10680","2460","29.93","132175850880"
"001230","동국홀딩스","KOSPI","","2045","15","0.74","318013277175"
"001250","GS글로벌","KOSPI","","2700","10","0.37","222841162800"
"001260","남광토건","KOSPI","","7810","60","0.77","76792387320"
"001270","부국증권","KOSPI","","55500","0","0.00","575528673000"
"001275","부국증권우","KOSPI","","30400","0","0.00","91200000000"
"001290","상상인증권","KOSPI","","1010","0","0.00","109420491200"
"001340","PKC","KOSPI","","5140","30","0.59","231444377460"
"001360","삼성제약","KOSPI","","1348","81","6.39","126930482492"
"001380","SG글로벌","KOSPI","","1308","-1","-0.08","29406548868"
"001390","KG케미칼","KOSPI","","4505","105","2.39","299148380180"
"001420","태원물산","KOSPI","","2295","-115","-4.77","17442000000"
"001430","세아베스틸지주","KOSPI","","42600","-850","-1.96","1527726269400"
"001440","대한전선","KOSPI","","29700","-100","-0.34","5820980101200"
"001450","현대해상","KOSPI","","52400","3450","7.05","4467008300000"
"001460","BYC","KOSPI","","38300","350","0.92","239227545000"
"001465","BYC우","KOSPI","","26950","0","0.00","58046257500"
"001470","삼부토건","KOSPI","","347","0","0.00","79699592928"
"001500","현대차증권","KOSPI","","8040","20","0.25","497137673760"
"001510","SK증권","KOSPI","","2575","-40","-1.53","595584843875"
"001515","SK증권우","KOSPI","","4335","-115","-2.58","8480374095"
"001520","동양","KOSPI","","1111","26","2.4","119012577552"
"001525","동양우","KOSPI","","9150","160","1.78","2402927250"
"001527","동양2우B","KOSPI","","6570","-190","-2.81","1351481850"
"001530","DI동일","KOSPI","","28050","2700","10.65","581073169050"
"001550","조비","KOSPI","","11120","220","2.02","57737697680"
"001560","제일연마","KOSPI","","9180","70","0.77","69768000000"
"001570","금양","KOSPI","","9900","0","0.00","633275240400"
"001620","케이비아이동국실업","KOSPI","","2150","-35","-1.6","47856002900"
"001630","종근당홀딩스","KOSPI","","39200","100","0.26","196386551200"
"001680","대상","KOSPI","","18200","710","4.06","630594055000"
"001685","대상우","KOSPI","","14630","80","0.55","20046362490"
"001720","신영증권","KOSPI","","154900","-300","-0.19","2546556000000"
"001740","SK네트웍스","KOSPI","","6690","-170","-2.48","1341973117410"
"001750","한양증권","KOSPI","","19790","120","0.61","299016727940"
"001755","한양증권우","KOSPI","","19490","-150","-0.76","9216236300"
"001770","SHD","KOSPI","","12350","2850","30.00","15003743300"
"001780","알루코","KOSPI","","1668","1","0.06","161512660176"
"001790","대한제당","KOSPI","","2905","65","2.29","250532763075"
"001795","대한제당우","KOSPI","","2170","10","0.46","14067589200"
"001800","오리온홀딩스","KOSPI","","26200","900","3.56","1576104282400"
"001820","삼화콘덴서","KOSPI","","110200","1900","1.75","1145529000000"
"001940","KISCO홀딩스","KOSPI","","28300","350","1.25","401191554000"
"002020","코오롱","KOSPI","","25950","100","0.39","334954296000"
"002025","코오롱우","KOSPI","","13360","20","0.15","15503438320"
"002030","아세아","KOSPI","","214500","7500","3.62","441623754000"
"002070","비비안","KOSPI","","4855","-90","-1.82","23312739000"
"002100","경농","KOSPI","","9300","30","0.32","181559947500"
"002140","고려산업","KOSPI","","2190","80","3.79","54617340750"
"002150","도화엔지니어링","KOSPI","","5320","20","0.38","179390400000"
"002170","SYTS","KOSPI","","56700","100","0.18","170100000000"
"002200","한국수출포장","KOSPI","","2665","5","0.19","89277342765"
"002210","동성제약","KOSPI","","1472","-28","-1.87","142223914304"
"002220","한일철강","KOSPI","","2930","45","1.56","78223557800"
"002240","고려제강","KOSPI","","17550","480","2.81","473850000000"
"002310","아세아제지","KOSPI","","8560","210","2.51","337687805600"
"002320","한진","KOSPI","","15080","220","1.48","234020729280"
"002350","넥센타이어","KOSPI","","6500","80","1.25","634841200500"
"002355","넥센타이어1우B","KOSPI","","3900","-5","-0.13","25350000000"
"002360","SH에너지화학","KOSPI","","1557","33","2.17","17303521761"
"002380","KCC","KOSPI","","473500","4000","0.85","4068736256000"
"002390","한독","KOSPI","","9470","-10","-0.11","130340657510"
"002410","범양건영","KOSPI","","1935","0","0.00","53173451700"
"002420","세기상사","KOSPI","","5920","-50","-0.84","184513873280"
"002450","삼익악기","KOSPI","","1143","15","1.33","103476835845"
"002460","HS화성","KOSPI","","10860","20","0.18","110229000000"
"002600","조흥","KOSPI","","135900","-500","-0.37","81540000000"
"002620","제일파마홀딩스","KOSPI","","7440","30","0.4","118841761200"
"002630","오리엔트바이오","KOSPI","","879","-32","-3.51","52117230258"
"002690","동일제강","KOSPI","","1476","-5","-0.34","29963331360"
"002700","신일전자","KOSPI","","1008","15","1.51","69095901168"
"002710","TCC스틸","KOSPI","","11400","-120","-1.04","298836145800"
"002720","국제약품","KOSPI","","3420","60","1.79","72366625440"
"002760","보락","KOSPI","","1020","10","0.99","61098000000"
"002780","진흥기업","KOSPI","","782","0","0.00","113758904590"
"002785","진흥기업우B","KOSPI","","1336","0","0.00","1145243248"
"002787","진흥기업2우B","KOSPI","","2895","0","0.00","853469160"
"002790","아모레퍼시픽홀딩스","KOSPI","","28000","1700","6.46","2140829040000"
"002795","아모레퍼시픽홀딩스우","KOSPI","","11300","390","3.57","72107243600"
"00279K","아모레퍼시픽홀딩스3우C","KOSPI","","22700","1050","4.85","160992940000"
"002810","삼영무역","KOSPI","","22250","-200","-0.89","410889593000"
"002820","SUN&L","KOSPI","","1605","-50","-3.02","19361442420"
"002840","미원상사","KOSPI","","138800","3000","2.21","624600000000"
"002870","신풍","KOSPI","","975","-14","-1.42","34084732500"
"002880","디와이에이","KOSPI","","753","0","0.00","35220818235"
"002900","TYM","KOSPI","","6870","-70","-1.01","284418000000"
"002920","유성기업","KOSPI","","1745","11","0.63","45278387500"
"002960","한국쉘석유","KOSPI","","501000","3000","0.6","651300000000"
"002990","금호건설","KOSPI","","17020","1870","12.34","634164757480"
"002995","금호건설우","KOSPI","","22200","900","4.23","6488305200"
"003000","부광약품","KOSPI","","4200","30","0.72","414391618200"
"003010","혜인","KOSPI","","12680","280","2.26","161197631960"
"003030","세아제강지주","KOSPI","","103400","3700","3.71","428247333800"
"003060","에이프로젠바이오로직스","KOSPI","","1857","-24","-1.28","29692161669"
"003070","코오롱글로벌","KOSPI","","9920","20","0.2","252205673280"
"003075","코오롱글로벌우","KOSPI","","13010","-190","-1.44","9636988370"
"003080","SB성보","KOSPI","","2225","0","0.00","44544500000"
"003090","대웅","KOSPI","","17990","510","2.92","1045974220200"
"0030R0","대신밸류리츠","KOSPI","","3940","15","0.38","235533200000"
"003120","일성아이에스","KOSPI","","20950","-50","-0.24","278635000000"
"003160","디아이","KOSPI","","24350","-700","-2.79","689105000000"
"003200","일신방직","KOSPI","","10950","300","2.82","251412000000"
"003220","대원제약","KOSPI","","7880","120","1.55","176729354040"
"003230","삼양식품","KOSPI","","1547000","67000","4.53","11653574205000"
"003240","태광산업","KOSPI","","918000","19000","2.11","1022101200000"
"003280","흥아해운","KOSPI","","1720","21","1.24","413530826280"
"003300","한일홀딩스","KOSPI","","19160","270","1.43","590730467040"
"003350","한국화장품제조","KOSPI","","14440","1020","7.6","327210400000"
"003460","유화증권","KOSPI","","3085","-10","-0.32","174926950275"
"003465","유화증권우","KOSPI","","3075","25","0.82","53740006875"
"003470","유안타증권","KOSPI","","4755","5","0.11","916193885010"
"003475","유안타증권우","KOSPI","","4265","20","0.47","54640493050"
"003480","한진중공업홀딩스","KOSPI","","4740","20","0.42","139971308880"
"003490","대한항공","KOSPI","","28700","500","1.77","10567932970700"
"003495","대한항공우","KOSPI","","21900","100","0.46","24326388600"
"003520","영진약품","KOSPI","","1155","24","2.12","211241104305"
"003530","한화투자증권","KOSPI","","5000","200","4.17","1072738875000"
"003535","한화투자증권우","KOSPI","","7020","430","6.53","33696000000"
"003540","대신증권","KOSPI","","26950","150","0.56","1284602095700"
"003545","대신증권우","KOSPI","","20350","200","0.99","496200846900"
"003547","대신증권2우B","KOSPI","","19520","100","0.51","187522120320"
"003550","LG","KOSPI","","116300","1800","1.57","17583630065200"
"003555","LG우","KOSPI","","71400","800","1.13","214999608600"
"003570","SNT다이내믹스","KOSPI","","30650","-500","-1.61","1019195163050"
"003580","HLB글로벌","KOSPI","","1528","11","0.73","77413835640"
"003610","방림","KOSPI","","5460","10","0.18","175324847880"
"003620","KG모빌리티","KOSPI","","2690","5","0.19","544388513280"
"003650","미창석유","KOSPI","","141800","1300","0.93","246685489600"
"003670","포스코퓨처엠","KOSPI","","186300","2300","1.25","16570680786000"
"003680","한성기업","KOSPI","","4935","90","1.86","30643956525"
"003690","코리안리","KOSPI","","14640","140","0.97","2587195893840"
"003720","삼영","KOSPI","","6490","-50","-0.76","220660000000"
"003780","진양산업","KOSPI","","3905","65","1.69","50765000000"
"003830","대한화섬","KOSPI","","116500","1000","0.87","154712000000"
"003850","보령","KOSPI","","9070","170","1.91","778089967490"
"003920","남양유업","KOSPI","","44150","1250","2.91","250482685050"
"003925","남양유업우","KOSPI","","30100","200","0.67","56923584900"
"003960","사조대림","KOSPI","","31000","600","1.97","284098477000"
"004000","롯데정밀화학","KOSPI","","48350","1150","2.44","1247430000000"
"004020","현대제철","KOSPI","","31000","-450","-1.43","4136819335000"
"004060","SG세계물산","KOSPI","","2305","-5","-0.22","46658953280"
"004080","신흥","KOSPI","","14050","0","0.00","130665000000"
"004090","한국석유","KOSPI","","11250","140","1.26","142808850000"
"004100","태양금속","KOSPI","","2630","5","0.19","96521000000"
"004105","태양금속우","KOSPI","","3150","35","1.12","10395000000"
"004140","동방","KOSPI","","1859","23","1.25","89179512994"
"004150","한솔홀딩스","KOSPI","","3400","0","0.00","139490508000"
"004170","신세계","KOSPI","","405500","-19500","-4.59","3830020895500"
"004250","NPC","KOSPI","","3000","65","2.21","110160000000"
"004255","NPC우","KOSPI","","1847","0","0.00","9752160000"
"004270","남성","KOSPI","","4935","-40","-0.8","22504231680"
"004310","현대약품","KOSPI","","6160","150","2.5","197120000000"
"004360","세방","KOSPI","","13670","170","1.26","261310293010"
"004365","세방우","KOSPI","","9430","90","0.96","34789627500"
"004370","농심","KOSPI","","450500","23500","5.5","2740230221000"
"004380","삼익THK","KOSPI","","8330","-60","-0.72","172431000000"
"004410","서울식품","KOSPI","","1267","-9","-0.71","49989501471"
"004415","서울식품우","KOSPI","","5470","100","1.86","1216801500"
"004430","송원산업","KOSPI","","11570","130","1.14","277680000000"
"004440","삼일씨엔에스","KOSPI","","5360","40","0.75","68243235920"
"004450","삼화왕관","KOSPI","","26600","300","1.14","57306481400"
"004490","세방전지","KOSPI","","66300","6200","10.32","918918000000"
"004540","깨끗한나라","KOSPI","","1181","5","0.43","43981258433"
"004545","깨끗한나라우","KOSPI","","4460","10","0.22","1633073600"
"004560","현대비앤지스틸","KOSPI","","11780","-10","-0.08","177628393580"
"004690","삼천리","KOSPI","","132400","1500","1.15","480185274800"
"004700","조광피혁","KOSPI","","65200","1200","1.88","433523797600"
"004710","한솔테크닉스","KOSPI","","6770","-140","-2.03","359621161090"
"004720","팜젠사이언스","KOSPI","","3255","35","1.09","73739958075"
"004770","써니전자","KOSPI","","1945","182","10.32","69061966910"
"004800","효성","KOSPI","","171600","4600","2.75","2872653841200"
"004830","덕성","KOSPI","","3370","45","1.35","52841600000"
"004835","덕성우","KOSPI","","4225","-30","-0.71","5881200000"
"004840","DRB동일","KOSPI","","4205","-140","-3.22","81040290620"
"004870","티웨이홀딩스","KOSPI","","1130","-10","-0.88","25574948740"
"004890","동일산업","KOSPI","","36150","0","0.00","87671522250"
"004910","조광페인트","KOSPI","","3665","-15","-0.41","46912000000"
"004920","씨아이테크","KOSPI","","916","-3","-0.33","47796762752"
"004960","한신공영","KOSPI","","12420","250","2.05","143708118840"
"004970","신라교역","KOSPI","","9320","-40","-0.43","149120000000"
"004980","성신양회","KOSPI","","8640","200","2.37","211818870720"
"004985","성신양회우","KOSPI","","8440","100","1.2","6208843800"
"004990","롯데지주","KOSPI","","24150","350","1.47","2406880190400"
"00499K","롯데지주우","KOSPI","","24150","100","0.42","19455312450"
"005010","휴스틸","KOSPI","","3860","-10","-0.26","216885969500"
"005030","부산주공","KOSPI","","486","0","0.00","45092532168"
"005070","코스모신소재","KOSPI","","40400","-350","-0.86","1341868668400"
"005090","SGC에너지","KOSPI","","62800","200","0.32","904906112400"
"005110","한창","KOSPI","","1254","0","0.00","26467434378"
"005180","빙그레","KOSPI","","92900","2300","2.54","861092979900"
"005250","녹십자홀딩스","KOSPI","","10140","130","1.3","476866049400"
"005257","녹십자홀딩스2우","KOSPI","","17760","980","5.84","15024782400"
"005300","롯데칠성","KOSPI","","99600","2100","2.15","924176846400"
"005305","롯데칠성우","KOSPI","","68300","800","1.19","52953673000"
"005320","온타이드","KOSPI","","790","0","0.00","27008397550"
"005360","모나미","KOSPI","","1368","28","2.09","25851515976"
"005380","현대차","KOSPI","","399500","1500","0.38","81800727517000"
"005385","현대차우","KOSPI","","192400","-7500","-3.75","4490800704000"
"005387","현대차2우B","KOSPI","","192400","-6300","-3.17","6727060132000"
"005389","현대차3우B","KOSPI","","188700","-4500","-2.33","439190192400"
"005420","코스모화학","KOSPI","","11280","20","0.18","433244811840"
"005430","한국공항","KOSPI","","83200","-100","-0.12","263440736000"
"005440","현대지에프홀딩스","KOSPI","","11860","-160","-1.33","2175090780140"
"005490","POSCO홀딩스","KOSPI","","337500","-2000","-0.59","26744015362500"
"005500","삼진제약","KOSPI","","18430","100","0.55","245487600000"
"005610","삼립","KOSPI","","40950","1250","3.15","353357918550"
"005680","삼영전자","KOSPI","","12300","20","0.16","246000000000"
"005690","파미셀","KOSPI","","11220","360","3.31","673245037080"
"005720","넥센","KOSPI","","6230","130","2.13","327348976710"
"005725","넥센우","KOSPI","","4450","5","0.11","16022670000"
"005740","크라운해태홀딩스","KOSPI","","5720","40","0.7","84926824840"
"005745","크라운해태홀딩스우","KOSPI","","5370","70","1.32","3225898620"
"005750","대림바스","KOSPI","","4650","-40","-0.85","77153916000"
"005800","신영와코루","KOSPI","","13460","170","1.28","121140000000"
"005810","풍산홀딩스","KOSPI","","38700","150","0.39","557949200400"
"005820","원림","KOSPI","","15210","410","2.77","34952123700"
"005830","DB손해보험","KOSPI","","187400","3400","1.85","12274765402600"
"005850","에스엘","KOSPI","","52400","-200","-0.38","2433902448000"
"005870","휴니드","KOSPI","","4620","65","1.43","65215989300"
"005880","대한해운","KOSPI","","2160","45","2.13","697134254400"
"005930","삼성전자","KOSPI","","257000","-9000","-3.38","1502493602256000"
"005935","삼성전자우","KOSPI","","186800","-7500","-3.86","149882940720400"
"005940","NH투자증권","KOSPI","","26650","50","0.19","9839342698250"
"005945","NH투자증권우","KOSPI","","23250","100","0.43","438750006000"
"005950","이수화학","KOSPI","","12120","240","2.02","318685328280"
"005960","동부건설","KOSPI","","7630","110","1.46","175083038690"
"005965","동부건설우","KOSPI","","17150","-150","-0.87","3871303800"
"006040","동원산업","KOSPI","","38650","900","2.38","1706042654350"
"006060","화승인더","KOSPI","","2565","30","1.18","141895800000"
"006090","사조오양","KOSPI","","9110","130","1.45","85841152290"
"006110","삼아알미늄","KOSPI","","67000","2600","4.04","1013271485000"
"006120","SK디스커버리","KOSPI","","50300","950","1.93","875911675300"
"006125","SK디스커버리우","KOSPI","","39250","100","0.26","48344421250"
"006200","한국전자홀딩스","KOSPI","","1969","24","1.23","18431074563"
"006220","제주은행","KOSPI","","9890","20","0.2","373827728730"
"006260","LS","KOSPI","","313000","0","0.00","9765600000000"
"006280","녹십자","KOSPI","","130500","3400","2.68","1525093209000"
"006340","대원전선","KOSPI","","13610","-530","-3.75","1067220201760"
"006345","대원전선우","KOSPI","","9920","-150","-1.49","26002304000"
"006360","GS건설","KOSPI","","37150","250","0.68","3179352353500"
"006370","대구백화점","KOSPI","","3885","-155","-3.84","42041958735"
"006380","카프로","KOSPI","","3660","0","0.00","618539985360"
"006400","삼성SDI","KOSPI","","571000","2000","0.35","46014337630000"
"006405","삼성SDI우","KOSPI","","223000","1500","0.68","360790808000"
"006490","프리티","KOSPI","","898","0","0.00","26560346254"
"006570","대림통상","KOSPI","","2010","184","10.08","30602250000"
"006650","대한유화","KOSPI","","95800","6300","7.04","622700000000"
"006660","삼성공조","KOSPI","","13000","-50","-0.38","105642082000"
"006740","블루산업개발","KOSPI","","5340","80","1.52","25354133100"
"006800","미래에셋증권","KOSPI","","36150","50","0.14","19630210993650"
"006805","미래에셋증권우","KOSPI","","12770","-80","-0.62","171809278410"
"00680K","미래에셋증권2우B","KOSPI","","11600","-130","-1.11","1476345340000"
"006840","AK홀딩스","KOSPI","","7550","-140","-1.82","100019085550"
"006880","신송홀딩스","KOSPI","","4480","10","0.22","52993283840"
"006890","태경케미컬","KOSPI","","5250","50","0.96","60900000000"
"006980","우성","KOSPI","","15690","-30","-0.19","48482100000"
"007070","GS리테일","KOSPI","","26650","900","3.5","2228137609750"
"007110","일신석재","KOSPI","","593","1","0.17","45931769730"
"007120","미래아이앤지","KOSPI","","1202","0","0.00","32842383028"
"007160","사조산업","KOSPI","","52500","1200","2.34","262500000000"
"007210","벽산","KOSPI","","1471","19","1.31","96144560000"
"007280","한국특강","KOSPI","","2310","-70","-2.94","66173507400"
"007310","오뚜기","KOSPI","","339000","13000","3.99","1358654370000"
"007340","DN오토모티브","KOSPI","","47200","800","1.72","2761712828000"
"007460","에이프로젠","KOSPI","","2390","25","1.06","59334027670"
"007540","샘표","KOSPI","","43950","350","0.8","126391410000"
"007570","일양약품","KOSPI","","8500","90","1.07","162228144000"
"007575","일양약품우","KOSPI","","8240","100","1.23","3667459200"
"007590","동방아그로","KOSPI","","5630","20","0.36","76666958510"
"007610","선도전기","KOSPI","","4030","-160","-3.82","72540000000"
"007660","이수페타시스","KOSPI","","112800","0","0.00","8280559903200"
"007690","국도화학","KOSPI","","39150","1550","4.12","362561572800"
"007700","F&F홀딩스","KOSPI","","14490","490","3.5","566767177830"
"007810","코리아써키트","KOSPI","","60100","-800","-1.31","1441355462000"
"007815","코리아써우","KOSPI","","19530","-370","-1.86","57900395700"
"00781K","코리아써키트2우B","KOSPI","","14270","30","0.21","11183384730"
"007860","서연","KOSPI","","7930","80","1.02","186195162920"
"007980","TP","KOSPI","","1761","-3","-0.17","82586233350"
"008040","사조동아원","KOSPI","","654","0","0.00","92308568400"
"008060","대덕","KOSPI","","16070","-430","-2.61","502783664860"
"00806K","대덕1우","KOSPI","","11050","10","0.09","13396544850"
"008250","이건산업","KOSPI","","3285","-45","-1.35","35979405975"
"008260","NI스틸","KOSPI","","3585","175","5.13","102531419445"
"008350","남선알미늄","KOSPI","","1053","5","0.48","135920281770"
"008355","남선알미우","KOSPI","","7900","130","1.67","2432331000"
"008420","문배철강","KOSPI","","2165","20","0.93","44390088325"
"008490","서흥","KOSPI","","22900","1000","4.57","264932687700"
"008600","윌비스","KOSPI","","2620","0","0.00","17615839860"
"008700","아남전자","KOSPI","","1252","29","2.37","96560274640"
"008730","율촌화학","KOSPI","","16800","730","4.54","416640000000"
"008770","호텔신라","KOSPI","","43000","800","1.9","1687669203000"
"008775","호텔신라우","KOSPI","","29200","150","0.52","21954866800"
"008870","금비","KOSPI","","39100","50","0.13","39100000000"
"008930","한미사이언스","KOSPI","","44500","2400","5.7","3043423975000"
"008970","KBI동양철관","KOSPI","","1098","23","2.14","113936063886"
"009070","KCTC","KOSPI","","4125","95","2.36","123750000000"
"009140","경인전자","KOSPI","","22050","200","0.92","34636073850"
"009150","삼성전기","KOSPI","","1421000","36000","2.6","106139742016000"
"009155","삼성전기우","KOSPI","","507000","10500","2.11","1473840888000"
"009160","SIMPAC","KOSPI","","5320","220","4.31","347773549760"
"009180","한솔로지스틱스","KOSPI","","2785","25","0.91","78413972625"
"009190","대양금속","KOSPI","","1497","-24","-1.58","65847453675"
"009200","무림페이퍼","KOSPI","","1538","-4","-0.26","63995118780"
"009240","한샘","KOSPI","","39700","850","2.19","934296941600"
"009270","신원","KOSPI","","1134","6","0.53","130149625662"
"009290","광동제약","KOSPI","","6550","220","3.48","326188742400"
"009310","참엔지니어링","KOSPI","","5330","0","0.00","23329484620"
"009320","아진전자부품","KOSPI","","963","0","0.00","47475678510"
"009410","태영건설","KOSPI","","1693","53","3.23","503820002054"
"009415","태영건설우","KOSPI","","6760","240","3.68","4393824240"
"009420","한올바이오파마","KOSPI","","64600","300","0.47","3374745214800"
"009440","KC그린홀딩스","KOSPI","","756","0","0.00","17568790596"
"009450","경동나비엔","KOSPI","","63300","400","0.64","922191873600"
"009460","한창제지","KOSPI","","2915","-80","-2.67","34786143755"
"009470","삼화전기","KOSPI","","23450","-150","-0.64","155094079000"
"009540","HD한국조선해양","KOSPI","","354500","-6000","-1.66","25089069622000"
"009580","무림P&P","KOSPI","","1661","-12","-0.72","103593786164"
"009680","모토닉","KOSPI","","10250","140","1.38","222764213500"
"009770","삼정펄프","KOSPI","","28250","500","1.8","70624180750"
"009810","MDS스피어","KOSPI","","1895","-90","-4.53","29845495790"
"009830","한화솔루션","KOSPI","","33750","350","1.05","7590123090000"
"009835","한화솔루션우","KOSPI","","17860","120","0.68","45446841760"
"009900","명신산업","KOSPI","","7950","-40","-0.5","417137557350"
"009970","영원무역홀딩스","KOSPI","","171500","3400","2.02","2221579615500"
"010040","한국내화","KOSPI","","1609","4","0.25","66076902758"
"010060","OCI홀딩스","KOSPI","","274500","-1500","-0.54","5124978684000"
"010100","한국무브넥스","KOSPI","","3600","55","1.55","109621512000"
"010120","LS ELECTRIC","KOSPI","","214500","-5000","-2.28","32175000000000"
"010130","고려아연","KOSPI","","1375000","3000","0.22","28700332375000"
"010140","삼성중공업","KOSPI","","21200","200","0.95","18656000000000"
"010400","우진아이엔에스","KOSPI","","4210","5","0.12","32088620000"
"010580","에스엠벡셀","KOSPI","","1718","179","11.63","191130523680"
"010640","진양폴리","KOSPI","","2190","277","14.48","36573000000"
"010660","화천기계","KOSPI","","2880","-50","-1.71","63360000000"
"010690","화신","KOSPI","","7920","-100","-1.25","276569647200"
"010770","평화홀딩스","KOSPI","","3680","30","0.82","53821714880"
"010780","아이에스동서","KOSPI","","16340","140","0.86","493255187840"
"010820","퍼스텍","KOSPI","","5930","-20","-0.34","289217592340"
"010950","S-Oil","KOSPI","","149200","12500","9.14","16797352566400"
"010955","S-Oil우","KOSPI","","69500","3400","5.14","279523926500"
"010960","삼호개발","KOSPI","","3135","20","0.64","75616200000"
"011000","진원생명과학","KOSPI","","2670","0","0.00","48531471270"
"011070","LG이노텍","KOSPI","","611000","14000","2.35","14460602377000"
"011090","에넥스","KOSPI","","2140","-155","-6.75","25374095560"
"011150","CJ씨푸드","KOSPI","","2050","20","0.99","73658084650"
"011155","CJ씨푸드1우","KOSPI","","7200","200","2.86","1440000000"
"011170","롯데케미칼","KOSPI","","59500","2100","3.66","2545137430500"
"011200","HMM","KOSPI","","21700","250","1.17","20468263949000"
"011210","현대위아","KOSPI","","59700","400","0.67","1623546455100"
"011230","삼화전자","KOSPI","","2660","-5","-0.19","50980988100"
"011280","태림포장","KOSPI","","1675","26","1.58","118599949500"
