종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"472170","TIGER 미국테크TOP10채권혼합","14250","35","0.25","14264.34","14920","14920","14250","177404","2533028452","347700000000","0","24400000","FnGuide 미국테크TOP10 채권혼합지수","2803.29","15.15","0.54"
"474220","TIGER 미국테크TOP10타겟커버드콜","15800","35","0.22","15796.38","16700","16700","15785","248557","3941522340","465310000000","0","29450000","Bloomberg U.S. Tech Top10+10% Premium Covered Call Index","8527.14","0.00","0.00"
"458260","TIGER 미국투자등급회사채액티브(H)","47710","305","0.64","47755.23","47740","47785","47705","13155","627758939","261069120000","0","5472000","iBoxx USD Liquid Investment Grade Index(Price Return)","96.94","0.00","0.00"
"497570","TIGER 미국필라델피아AI반도체나스닥","24980","1015","4.24","25076.28","25240","25385","24945","942648","23731638349","1335181000000","0","53450000","PHLX US AI Semiconductor 지수 (PR)","2562.66","0.00","0.00"
"381180","TIGER 미국필라델피아반도체나스닥","52145","2635","5.32","52427.73","52700","53125","52055","2454818","129313584265","6674560000000","0","128000000","PHLX Semiconductor Sector Index","13171.44","0.00","0.00"
"423920","TIGER 미국필라델피아반도체레버리지(합성)","136215","11855","9.53","138173.31","139990","141900","136000","306370","42728388561","1010715300000","0","7420000","PHLX Semiconductor Sector Index","13171.44","0.00","0.00"
"228810","TIGER 미디어컨텐츠","3750","0","0.00","3781.52","3760","3835","3735","459237","1739173776","89325000000","0","23820000","WISE 미디어컨텐츠 지수","1917.58","10.45","0.55"
"364970","TIGER 바이오TOP10","6935","20","0.29","6944.98","7110","7150","6870","2048467","14432717753","280174000000","0","40400000","KRX 바이오 TOP 10 지수","2134.65","1.05","0.05"
"091230","TIGER 반도체","175350","9210","5.54","176790.33","174880","183285","171310","1867661","332930970462","1711416000000","0","9760000","KRX 반도체","17660.25","1184.52","7.19"
"396500","TIGER 반도체TOP10","53000","4440","9.14","53420.96","51760","55040","50955","38091811","2031894175855","13687250000000","0","258250000","FnGuide 반도체TOP10 지수","13762.23","1301.52","10.44"
"488080","TIGER 반도체TOP10레버리지","91940","11995","15.00","92818.34","90030","97950","89400","2697750","250743672706","1654920000000","0","18000000","FnGuide 반도체TOP10 지수","13780.91","1320.20","10.59"
"0177R0","TIGER 반도체TOP10커버드콜액티브","15450","995","6.88","15491.35","15600","15990","15255","4795000","74972438107","840480000000","0","54400000","FnGuide 반도체 TOP10 Capped 지수(Price Return)","7763.59","884.52","12.86"
"211560","TIGER 배당성장","37690","1075","2.94","37594.45","37765","38300","37310","14673","555644474","83671800000","0","2220000","코스피 배당성장 50","7509.11","119.43","1.62"
"472150","TIGER 배당커버드콜액티브","25580","1335","5.51","25398.90","25880","26422","25300","3922905","102430836368","1934103800000","0","75610000","코스피 200 커버드콜 5% OTM","731.35","-13.02","-1.75"
"138520","TIGER 삼성그룹","42205","2020","5.03","42041.86","43265","44445","41510","118218","5140708890","185702000000","0","4400000","MKF SAMs FW","48946.15","2165.86","4.63"
"0195R0","TIGER 삼성전자단일종목레버리지","21785","3060","16.34","21743.42","22215","23935","21550","64996706","1497243054164","1449791750000","0","66550000","KRX 삼성전자 지수","6039.33","440.08","7.86"
"157490","TIGER 소프트웨어","9685","315","3.36","9736.26","9655","10095","9540","1153159","11324916707","97624800000","0","10080000","FnGuide 소프트웨어 지수","5056.54","204.29","4.21"
"0000D0","TIGER 엔비디아미국채커버드콜밸런스(합성)","10310","185","1.83","10258.81","10130","10320","10130","28676","295226329","72685500000","0","7050000","KEDI 엔비디아미국채30년타겟커버드콜혼합지수(TR)","1082.97","0.00","0.00"
"228800","TIGER 여행레저","3020","60","2.03","3014.75","3050","3070","2990","652916","1978888585","79093800000","0","26190000","WISE 여행레저 지수","1501.84","21.19","1.43"
"227570","TIGER 우량가치","21460","415","1.97","21836.50","22080","22275","21460","3558","77872970","7725600000","0","360000","FnGuide 퀄리티밸류 지수","43991.13","1214.02","2.84"
"438330","TIGER 우량회사채액티브","114780","270","0.24","114717.50","114525","114820","114525","21090","2419786875","565291500000","0","4925000","KIS 투자등급회사채 지수(총수익)","134.55","0.00","0.00"
"261140","TIGER 우선주","27435","825","3.10","27594.58","28000","28555","27275","42121","1183100248","42798600000","0","1560000","코스피 우선주 지수","6436.53","193.00","3.09"
"130680","TIGER 원유선물Enhanced(H)","6875","-365","-5.04","6897.31","6920","6975","6867","69989","483452857","15812500000","0","2300000","S&P GSCI Crude Oil Enhanced Index ER","858.41","0.00","0.00"
"217770","TIGER 원유선물인버스(H)","1367","67","5.15","1369.20","1369","1373","1350","2090334","2848093534","43949050000","0","32150000","S&P GSCI Crude Oil Index ER","220.21","-4.43","-1.97"
"195930","TIGER 유로스탁스50(합성 H)","22670","805","3.68","22289.79","22275","22670","22275","8269","186586936","34005000000","0","1500000","EURO STOXX 50 Index","6056.96","0.00","0.00"
"225050","TIGER 유로스탁스레버리지(합성 H)","14920","415","2.86","14930.04","14505","14945","14505","616","9194630","4476000000","0","300000","EURO STOXX 50 Index","6056.96","0.00","0.00"
"245350","TIGER 유로스탁스배당30","20570","365","1.81","20362.84","20220","20775","20220","6439","132290512","32912000000","0","1600000","Euro STOXX Select Dividend 30","2301.02","0.00","0.00"
"0189B0","TIGER 은액티브","9120","325","3.70","9172.99","9240","9245","9110","142959","1314743355","47880000000","0","5250000","ICE Silver Spot 지수 (시장가격)","481.59","-3.96","-0.82"
"091220","TIGER 은행","16060","565","3.65","16072.41","15790","16575","15525","74947","1207774618","20556800000","0","1280000","KRX 은행","1583.09","61.45","4.04"
"466940","TIGER 은행고배당플러스TOP10","25865","865","3.46","25931.04","25500","26640","25170","1383811","36037413630","800521750000","0","30950000","FnGuide 은행고배당플러스TOP10 지수(시장가격 지수)","2374.27","89.31","3.91"
"307510","TIGER 의료기기","14745","65","0.44","14656.84","14870","15050","14700","10509","157625680","5160750000","0","350000","FnGuide 의료기기 지수","1509.19","-12.79","-0.84"
"225060","TIGER 이머징마켓MSCI레버리지(합성 H)","16785","1085","6.91","16702.67","15700","16940","15700","214","3535920","17792100000","0","1060000","MSCI EM Index","1707.92","43.41","2.61"
"453870","TIGER 인도니프티50","12380","0","0.00","12479.06","12415","12515","12355","145681","1809608666","352211000000","0","28450000","Nifty 50 Index","23161.60","0.00","0.00"
"236350","TIGER 인도니프티50레버리지(합성)","31890","-410","-1.27","32537.62","32820","33105","30900","717","22993090","21047400000","0","660000","Nifty 50 Index","23161.60","0.00","0.00"
"479730","TIGER 인도빌리언컨슈머","10130","-90","-0.88","10225.29","10130","10370","10125","11295","115360652","70403500000","0","6950000","Mirae Asset India Billion Consumer 지수(PR)","3942.21","0.00","0.00"
"123310","TIGER 인버스","1104","-56","-4.83","1104.49","1076","1108","1049","6998917","7499142421","63590400000","0","57600000","코스피 200 선물지수","6340.41","317.22","5.27"
"365000","TIGER 인터넷TOP10","4910","195","4.14","4933.50","4905","5085","4815","549895","2701141916","49345500000","0","10050000","KRX 인터넷 TOP 10 지수","1241.34","53.20","4.48"
"195920","TIGER 일본TOPIX(합성 H)","33340","470","1.43","33546.67","33550","33895","32875","283","9472747","16670000000","0","500000","TOPIX","3881.96","51.61","1.35"
"241180","TIGER 일본니케이225","37775","1050","2.86","37763.30","38495","38495","37025","65048","2469159991","365662000000","0","9680000","Nikkei 225","66020.04","1802.77","2.81"
"465660","TIGER 일본반도체FACTSET","28580","1500","5.54","29291.99","28700","29400","28005","11055","319934662","30009000000","0","1050000","FactSet Japan Semiconductor Index(PR)","8737.78","567.23","6.94"
"292560","TIGER 일본엔선물","8790","10","0.11","8780.33","8780","8805","8750","31991","280456937","38676000000","0","4400000","엔선물지수","486.69","-1.87","-0.38"
"494670","TIGER 조선TOP10","27685","940","3.51","27768.13","27900","28395","27410","1185678","33084890737","699046250000","0","25250000","iSelect 조선TOP10 Index(PR)","4286.48","169.02","4.10"
"451540","TIGER 종합채권(AA-이상)액티브","53010","250","0.47","53009.03","52980","53035","52880","11726","621318824","1095080580000","0","20658000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","114.51","0.00","0.00"
"150460","TIGER 중국소비테마","7485","-10","-0.13","7478.28","7590","7630","7445","21834","164618945","59281200000","0","7920000","FnGuide 중국내수테마 지수","3856.73","-25.53","-0.66"
"0192Z0","TIGER 중기종합채권(A-이상)액티브","100175","120","0.12","100147.33","0","0","0","0","0","165789625000","0","1655000","NICE 중기종합채권(A-이상)(총수익지수)","11760.04","0.00","0.00"
"302190","TIGER 중장기국채","49940","205","0.41","49933.80","49910","49940","49865","13506","674165145","259688000000","0","5200000","KIS 국채 3-10년 지수(시장가격지수)","9959.10","53.90","0.54"
"157500","TIGER 증권","16980","635","3.88","16989.65","17255","17470","16850","1172523","20124931285","365749200000","0","21540000","FnGuide 증권 지수","8330.85","345.44","4.33"
"307520","TIGER 지주회사","24240","905","3.88","24394.38","24525","24975","23800","702634","17255922266","370872000000","0","15300000","FnGuide 지주회사 지수","3547.18","83.03","2.40"
"0067Y0","TIGER 차이나AI소프트웨어","12000","190","1.61","12068.04","11905","12340","11880","5295","63755115","13800000000","0","1150000","Mirae Asset China AI Software 지수 (Price Return, HKD)","901.13","0.00","0.00"
"192090","TIGER 차이나CSI300","14250","265","1.89","14255.19","13990","14305","13990","68010","965140229","158887500000","0","11150000","CSI 300 Index","0.00","-4722.41","-100.00"
"204480","TIGER 차이나CSI300레버리지(합성)","33015","915","2.85","33552.10","32545","33300","32500","3002","99236872","124796700000","0","3780000","CSI 300 Index","0.00","-4722.41","-100.00"
"217780","TIGER 차이나CSI300인버스(합성)","4830","-120","-2.42","4914.37","5015","5015","4760","488","2374445","7486500000","0","1550000","CSI 300 Index","0.00","-4722.41","-100.00"
"245360","TIGER 차이나HSCEI","13330","175","1.33","13379.30","13145","13470","13145","16557","219011580","31325500000","0","2350000","Hang Seng China H","8345.04","127.96","1.56"
"414780","TIGER 차이나과창판STAR50(합성)","15310","190","1.26","15473.44","15800","15830","15290","1075385","16629872116","249553000000","0","16300000","STAR 50 Index(Price Return)","1663.36","0.92","0.06"
"0067V0","TIGER 차이나글로벌리더스TOP3+","10985","70","0.64","11240.28","10915","11170","10915","36169","402218625","53826500000","0","4900000","Solactive-KEDI 차이나글로벌리더스TOP3플러스 지수 (Price Return, CNH)","2225.18","0.00","0.00"
"371470","TIGER 차이나바이오테크SOLACTIVE","7520","165","2.24","7682.65","7580","7595","7290","62579","465460420","47225600000","0","6280000","Solactive China Biotech Index(PR)","1398.80","0.00","0.00"
"396520","TIGER 차이나반도체FACTSET","15740","305","1.98","15548.28","16000","16500","15715","343452","5475897929","428128000000","0","27200000","FactSet China Semiconductor 지수(PR)","330.50","0.00","0.00"
"371460","TIGER 차이나전기차SOLACTIVE","13030","295","2.32","13026.95","12735","13100","12730","263649","3410418242","1054387600000","0","80920000","Solactive China Electric Vehicle and Battery Index(PR)","2352.00","0.00","0.00"
"456680","TIGER 차이나전기차레버리지(합성)","10070","265","2.70","10212.65","9805","10190","9805","6974","69566940","61729100000","0","6130000","Solactive China Electric Vehicle and Battery Index(PR)","2352.00","0.00","0.00"
"0133E0","TIGER 차이나증권","8990","310","3.57","9246.02","8690","9095","8690","9783","87836610","12136500000","0","1350000","Solactive China Securities Index (Price Return)","2200.86","0.00","0.00"
"396510","TIGER 차이나클린에너지SOLACTIVE","8860","100","1.14","9028.71","8875","9000","8860","3682","32822745","18428800000","0","2080000","Solactive China Clean Energy 지수(PR)","2045.02","0.00","0.00"
"0047A0","TIGER 차이나테크TOP10","14920","265","1.81","14908.53","14760","15400","14705","214402","3212787853","263338000000","0","17650000","Mirae Asset China Tech Top 10 지수 (Price Return)","4549.36","0.00","0.00"
"117690","TIGER 차이나항셍30","21150","295","1.41","21376.47","21040","21480","20965","11830","251130096","10575000000","0","500000","Hang Seng China (Hong Kong-listed) 30 Index","8724.86","131.86","1.53"
"371160","TIGER 차이나항셍테크","7860","125","1.62","7852.71","7855","7905","7825","780920","6140968368","715653000000","0","91050000","Hang Seng TECH Index","4696.59","40.85","0.88"
"438320","TIGER 차이나항셍테크레버리지(합성 H)","5615","125","2.28","5623.77","5665","5700","5615","67049","379069825","25772850000","0","4590000","Hang Seng TECH Index","4696.59","40.85","0.88"
"0053L0","TIGER 차이나휴머노이드로봇","12530","100","0.80","12527.52","12755","12900","12500","499325","6309514208","340189500000","0","27150000","Mirae Asset China Humanoid Robot 지수(PR)","2786.94","0.00","0.00"
"0117V0","TIGER 코리아AI전력기기TOP3플러스","22820","350","1.56","22789.64","23700","24200","22600","3075526","72021659363","1109052000000","0","48600000","KEDI 코리아AI전력기기TOP3플러스 지수","33347.82","353.01","1.07"
"292150","TIGER 코리아TOP10","44815","1465","3.38","45052.86","45750","47075","44815","3597520","166687018780","2525325250000","0","56350000","FnGuide TOP10 지수","15908.29","706.00","4.64"
"0052D0","TIGER 코리아배당다우존스","16380","495","3.12","16547.64","16250","16655","16060","265556","4374092674","390663000000","0","23850000","Dow Jones Korea Dividend 30 지수 (Price Return)","2145.05","0.00","0.00"
"0104P0","TIGER 코리아배당다우존스위클리커버드콜","11910","440","3.84","11973.63","11685","12045","11665","30075","358239958","27393000000","0","2300000","KRX 다우존스 코리아 배당 30 타겟 7% 위클리 커버드콜 지수","2949.27","115.29","4.07"
